Identifier,ProductCategory,ProductSubCategory,AnimalSpecies,AnimalSubSpecies,RiskfeedAnimalSubSpecies,AnimalSubSpeciesWeight,AnimalSubSpeciesConsumption,AnimalSubspeciesCompoundFeedIntake,Year,MinAnimalSubSpeciesCompoundFeedIntake,MaxAnimalSubSpeciesCompoundFeedIntake,,,
6.5.1.1.3,Diverse,Citrus pulp,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
6.5.1.1.4,Diverse,Citrus pulp,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
6.5.1.1.5,Diverse,Citrus pulp,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
6.6.1.1.1,Diverse,Sugar cane molasses,Pigs,Piglet,Big<25kg,20,1,0.5,2016,0.5,1.2,,,
6.6.1.1.2,Diverse,Sugar cane molasses,Pigs,Piglet,Big<25kg,20,1,1,2015,0.5,1.2,,,
6.6.1.1.3,Diverse,Sugar cane molasses,Pigs,Piglet,Big<25kg,20,1,1,2014,0.5,1.2,,,
6.6.1.1.4,Diverse,Sugar cane molasses,Pigs,Piglet,Big<25kg,20,1,1.2,2013,0.5,1.2,,,
6.6.1.1.5,Diverse,Sugar cane molasses,Pigs,Piglet,Big<25kg,20,1,1,2017,0.5,1.2,,,
6.7.1.1.1,Diverse,Vinasse,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
6.7.1.1.2,Diverse,Vinasse,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
6.7.1.1.3,Diverse,Vinasse,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
6.7.1.1.4,Diverse,Vinasse,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
6.7.1.1.5,Diverse,Vinasse,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
6.8.1.1.1,Diverse,Potato protein,Pigs,Piglet,Big<25kg,20,1,1,2016,1,1,,,
6.8.1.1.2,Diverse,Potato protein,Pigs,Piglet,Big<25kg,20,1,1,2015,1,1,,,
6.8.1.1.3,Diverse,Potato protein,Pigs,Piglet,Big<25kg,20,1,1,2014,1,1,,,
6.8.1.1.4,Diverse,Potato protein,Pigs,Piglet,Big<25kg,20,1,1,2013,1,1,,,
6.8.1.1.5,Diverse,Potato protein,Pigs,Piglet,Big<25kg,20,1,1,2017,1,1,,,
6.9.1.1.1,Diverse,Protapec,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
6.9.1.1.2,Diverse,Protapec,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
6.9.1.1.3,Diverse,Protapec,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
6.9.1.1.4,Diverse,Protapec,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
6.9.1.1.5,Diverse,Protapec,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
6.10.1.1.1,Diverse,Sugar beet,Pigs,Piglet,Big<25kg,20,1,0.5,2016,0,0.5,,,
6.10.1.1.2,Diverse,Sugar beet,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.5,,,
6.10.1.1.3,Diverse,Sugar beet,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.5,,,
6.10.1.1.4,Diverse,Sugar beet,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.5,,,
6.10.1.1.5,Diverse,Sugar beet,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0.5,,,
7.1.1.1.1,AnimalProducts,Weypowder/WPC,Pigs,Piglet,Big<25kg,20,1,0,2016,0,1,,,
7.1.1.1.2,AnimalProducts,Weypowder/WPC,Pigs,Piglet,Big<25kg,20,1,0,2015,0,1,,,
7.1.1.1.3,AnimalProducts,Weypowder/WPC,Pigs,Piglet,Big<25kg,20,1,1,2014,0,1,,,
7.1.1.1.4,AnimalProducts,Weypowder/WPC,Pigs,Piglet,Big<25kg,20,1,1,2013,0,1,,,
7.1.1.1.5,AnimalProducts,Weypowder/WPC,Pigs,Piglet,Big<25kg,20,1,1,2017,0,1,,,
7.2.1.1.1,AnimalProducts,Milkpowder/-concentrate,Pigs,Piglet,Big<25kg,20,1,1,2016,0,1,,,
7.2.1.1.2,AnimalProducts,Milkpowder/-concentrate,Pigs,Piglet,Big<25kg,20,1,1,2015,0,1,,,
7.2.1.1.3,AnimalProducts,Milkpowder/-concentrate,Pigs,Piglet,Big<25kg,20,1,0,2014,0,1,,,
7.2.1.1.4,AnimalProducts,Milkpowder/-concentrate,Pigs,Piglet,Big<25kg,20,1,0,2013,0,1,,,
7.2.1.1.5,AnimalProducts,Milkpowder/-concentrate,Pigs,Piglet,Big<25kg,20,1,1,2017,0,1,,,
7.3.1.1.1,AnimalProducts,Animal proteins,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.5,,,
7.3.1.1.2,AnimalProducts,Animal proteins,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.5,,,
7.3.1.1.3,AnimalProducts,Animal proteins,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.5,,,
7.3.1.1.4,AnimalProducts,Animal proteins,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.5,,,
7.3.1.1.5,AnimalProducts,Animal proteins,Pigs,Piglet,Big<25kg,20,1,0.5,2017,0,0.5,,,
7.4.1.1.1,AnimalProducts,Fish meal,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.1,,,
7.4.1.1.2,AnimalProducts,Fish meal,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.1,,,
7.4.1.1.3,AnimalProducts,Fish meal,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.1,,,
7.4.1.1.4,AnimalProducts,Fish meal,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.1,,,
7.4.1.1.5,AnimalProducts,Fish meal,Pigs,Piglet,Big<25kg,20,1,0.1,2017,0,0.1,,,
7.5.1.1.1,AnimalProducts,Bovine fat,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
7.5.1.1.2,AnimalProducts,Bovine fat,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
7.5.1.1.3,AnimalProducts,Bovine fat,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
7.5.1.1.4,AnimalProducts,Bovine fat,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
7.5.1.1.5,AnimalProducts,Bovine fat,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
7.6.1.1.1,AnimalProducts,Porcinefat,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
7.6.1.1.2,AnimalProducts,Porcinefat,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
7.6.1.1.3,AnimalProducts,Porcinefat,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
7.6.1.1.4,AnimalProducts,Porcinefat,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
7.6.1.1.5,AnimalProducts,Porcinefat,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
7.7.1.1.1,AnimalProducts,Other animal fats,Pigs,Piglet,Big<25kg,20,1,1.9,2016,0.18,1.9,,,
7.7.1.1.2,AnimalProducts,Other animal fats,Pigs,Piglet,Big<25kg,20,1,1.4,2015,0.18,1.9,,,
7.7.1.1.3,AnimalProducts,Other animal fats,Pigs,Piglet,Big<25kg,20,1,1.4,2014,0.18,1.9,,,
7.7.1.1.4,AnimalProducts,Other animal fats,Pigs,Piglet,Big<25kg,20,1,1.8,2013,0.18,1.9,,,
7.7.1.1.5,AnimalProducts,Other animal fats,Pigs,Piglet,Big<25kg,20,1,0.18,2017,0.18,1.9,,,
7.8.1.1.1,AnimalProducts,Fish oil,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.3,,,
7.8.1.1.2,AnimalProducts,Fish oil,Pigs,Piglet,Big<25kg,20,1,0.3,2015,0,0.3,,,
7.8.1.1.3,AnimalProducts,Fish oil,Pigs,Piglet,Big<25kg,20,1,0.3,2014,0,0.3,,,
7.8.1.1.4,AnimalProducts,Fish oil,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.3,,,
7.8.1.1.5,AnimalProducts,Fish oil,Pigs,Piglet,Big<25kg,20,1,0.1,2017,0,0.3,,,
7.9.1.1.1,AnimalProducts,Poultry fat,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
7.9.1.1.2,AnimalProducts,Poultry fat,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
7.9.1.1.3,AnimalProducts,Poultry fat,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
7.9.1.1.4,AnimalProducts,Poultry fat,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
7.9.1.1.5,AnimalProducts,Poultry fat,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
8.1.1.1.1,OilsFatsVegetable,Coconut fat,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
8.1.1.1.2,OilsFatsVegetable,Coconut fat,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
8.1.1.1.3,OilsFatsVegetable,Coconut fat,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
8.1.1.1.4,OilsFatsVegetable,Coconut fat,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.1.1.1.5,OilsFatsVegetable,Coconut fat,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.2.1.1.1,OilsFatsVegetable,Palmoil,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.19,,,
8.2.1.1.2,OilsFatsVegetable,Palmoil,Pigs,Piglet,Big<25kg,20,1,0.1,2015,0,0.19,,,
8.2.1.1.3,OilsFatsVegetable,Palmoil,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.19,,,
8.2.1.1.4,OilsFatsVegetable,Palmoil,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.19,,,
8.2.1.1.5,OilsFatsVegetable,Palmoil,Pigs,Piglet,Big<25kg,20,1,0.19,2017,0,0.19,,,
8.3.1.1.1,OilsFatsVegetable,Palmkernel fat,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
8.3.1.1.2,OilsFatsVegetable,Palmkernel fat,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
8.3.1.1.3,OilsFatsVegetable,Palmkernel fat,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
8.3.1.1.4,OilsFatsVegetable,Palmkernel fat,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.3.1.1.5,OilsFatsVegetable,Palmkernel fat,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
8.4.1.1.1,OilsFatsVegetable,Rapeseed oil,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
8.4.1.1.2,OilsFatsVegetable,Rapeseed oil,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
8.4.1.1.3,OilsFatsVegetable,Rapeseed oil,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
8.4.1.1.4,OilsFatsVegetable,Rapeseed oil,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.4.1.1.5,OilsFatsVegetable,Rapeseed oil,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
8.5.1.1.1,OilsFatsVegetable,Soya bean oil,Pigs,Piglet,Big<25kg,20,1,0.5,2016,0.5,0.63,,,
8.5.1.1.2,OilsFatsVegetable,Soya bean oil,Pigs,Piglet,Big<25kg,20,1,0.5,2015,0.5,0.63,,,
8.5.1.1.3,OilsFatsVegetable,Soya bean oil,Pigs,Piglet,Big<25kg,20,1,0.5,2014,0.5,0.63,,,
8.5.1.1.4,OilsFatsVegetable,Soya bean oil,Pigs,Piglet,Big<25kg,20,1,0.5,2013,0.5,0.63,,,
8.5.1.1.5,OilsFatsVegetable,Soya bean oil,Pigs,Piglet,Big<25kg,20,1,0.63,2017,0.5,0.63,,,
8.6.1.1.1,OilsFatsVegetable,Sunflower oil,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
8.6.1.1.2,OilsFatsVegetable,Sunflower oil,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
8.6.1.1.3,OilsFatsVegetable,Sunflower oil,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
8.6.1.1.4,OilsFatsVegetable,Sunflower oil,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.6.1.1.5,OilsFatsVegetable,Sunflower oil,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
8.7.1.1.1,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
8.7.1.1.2,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
8.7.1.1.3,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
8.7.1.1.4,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.7.1.1.5,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
8.8.1.1.1,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
8.8.1.1.2,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
8.8.1.1.3,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
8.8.1.1.4,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
8.8.1.1.5,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
9.1.1.1.1,MinorAdditives,Lime/limestone,Pigs,Piglet,Big<25kg,20,1,0.9,2016,0.8,1,,,
9.1.1.1.2,MinorAdditives,Lime/limestone,Pigs,Piglet,Big<25kg,20,1,0.8,2015,0.8,1,,,
9.1.1.1.3,MinorAdditives,Lime/limestone,Pigs,Piglet,Big<25kg,20,1,0.8,2014,0.8,1,,,
9.1.1.1.4,MinorAdditives,Lime/limestone,Pigs,Piglet,Big<25kg,20,1,1,2013,0.8,1,,,
9.1.1.1.5,MinorAdditives,Lime/limestone,Pigs,Piglet,Big<25kg,20,1,0.86,2017,0.8,1,,,
9.2.1.1.1,MinorAdditives,Salt,Pigs,Piglet,Big<25kg,20,1,0.5,2016,0.42,0.6,,,
9.2.1.1.2,MinorAdditives,Salt,Pigs,Piglet,Big<25kg,20,1,0.5,2015,0.42,0.6,,,
9.2.1.1.3,MinorAdditives,Salt,Pigs,Piglet,Big<25kg,20,1,0.5,2014,0.42,0.6,,,
9.2.1.1.4,MinorAdditives,Salt,Pigs,Piglet,Big<25kg,20,1,0.6,2013,0.42,0.6,,,
9.2.1.1.5,MinorAdditives,Salt,Pigs,Piglet,Big<25kg,20,1,0.42,2017,0.42,0.6,,,
9.3.1.1.1,MinorAdditives,Sodium-bicarbonate,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.16,,,
9.3.1.1.2,MinorAdditives,Sodium-bicarbonate,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.16,,,
9.3.1.1.3,MinorAdditives,Sodium-bicarbonate,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.16,,,
9.3.1.1.4,MinorAdditives,Sodium-bicarbonate,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.16,,,
9.3.1.1.5,MinorAdditives,Sodium-bicarbonate,Pigs,Piglet,Big<25kg,20,1,0.16,2017,0,0.16,,,
9.4.1.1.1,MinorAdditives,Premix,Pigs,Piglet,Big<25kg,20,1,0.4,2016,0.4,0.4,,,
9.4.1.1.2,MinorAdditives,Premix,Pigs,Piglet,Big<25kg,20,1,0.4,2015,0.4,0.4,,,
9.4.1.1.3,MinorAdditives,Premix,Pigs,Piglet,Big<25kg,20,1,0.4,2014,0.4,0.4,,,
9.4.1.1.4,MinorAdditives,Premix,Pigs,Piglet,Big<25kg,20,1,0.4,2013,0.4,0.4,,,
9.4.1.1.5,MinorAdditives,Premix,Pigs,Piglet,Big<25kg,20,1,0.4,2017,0.4,0.4,,,
9.5.1.1.1,MinorAdditives,Mono-calcium phosphate,Pigs,Piglet,Big<25kg,20,1,0.6,2016,0.6,0.8,,,
9.5.1.1.2,MinorAdditives,Mono-calcium phosphate,Pigs,Piglet,Big<25kg,20,1,0.8,2015,0.6,0.8,,,
9.5.1.1.3,MinorAdditives,Mono-calcium phosphate,Pigs,Piglet,Big<25kg,20,1,0.8,2014,0.6,0.8,,,
9.5.1.1.4,MinorAdditives,Mono-calcium phosphate,Pigs,Piglet,Big<25kg,20,1,0.7,2013,0.6,0.8,,,
9.5.1.1.5,MinorAdditives,Mono-calcium phosphate,Pigs,Piglet,Big<25kg,20,1,0.7,2017,0.6,0.8,,,
9.6.1.1.1,MinorAdditives,Magnesium oxide,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
9.6.1.1.2,MinorAdditives,Magnesium oxide,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
9.6.1.1.3,MinorAdditives,Magnesium oxide,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
9.6.1.1.4,MinorAdditives,Magnesium oxide,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
9.6.1.1.5,MinorAdditives,Magnesium oxide,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
9.7.1.1.1,MinorAdditives,L-Lysine HCl,Pigs,Piglet,Big<25kg,20,1,0.4,2016,0.4,0.5,,,
9.7.1.1.2,MinorAdditives,L-Lysine HCl,Pigs,Piglet,Big<25kg,20,1,0.5,2015,0.4,0.5,,,
9.7.1.1.3,MinorAdditives,L-Lysine HCl,Pigs,Piglet,Big<25kg,20,1,0.5,2014,0.4,0.5,,,
9.7.1.1.4,MinorAdditives,L-Lysine HCl,Pigs,Piglet,Big<25kg,20,1,0.5,2013,0.4,0.5,,,
9.7.1.1.5,MinorAdditives,L-Lysine HCl,Pigs,Piglet,Big<25kg,20,1,0.49,2017,0.4,0.5,,,
9.8.1.1.1,MinorAdditives,DL-Methionine,Pigs,Piglet,Big<25kg,20,1,0.1,2016,0.1,0.15,,,
9.8.1.1.2,MinorAdditives,DL-Methionine,Pigs,Piglet,Big<25kg,20,1,0.1,2015,0.1,0.15,,,
9.8.1.1.3,MinorAdditives,DL-Methionine,Pigs,Piglet,Big<25kg,20,1,0.1,2014,0.1,0.15,,,
9.8.1.1.4,MinorAdditives,DL-Methionine,Pigs,Piglet,Big<25kg,20,1,0.1,2013,0.1,0.15,,,
9.8.1.1.5,MinorAdditives,DL-Methionine,Pigs,Piglet,Big<25kg,20,1,0.15,2017,0.1,0.15,,,
9.9.1.1.1,MinorAdditives,L-Threonine,Pigs,Piglet,Big<25kg,20,1,0.1,2016,0.1,0.14,,,
9.9.1.1.2,MinorAdditives,L-Threonine,Pigs,Piglet,Big<25kg,20,1,0.1,2015,0.1,0.14,,,
9.9.1.1.3,MinorAdditives,L-Threonine,Pigs,Piglet,Big<25kg,20,1,0.1,2014,0.1,0.14,,,
9.9.1.1.4,MinorAdditives,L-Threonine,Pigs,Piglet,Big<25kg,20,1,0.1,2013,0.1,0.14,,,
9.9.1.1.5,MinorAdditives,L-Threonine,Pigs,Piglet,Big<25kg,20,1,0.14,2017,0.1,0.14,,,
9.10.1.1.1,MinorAdditives,L-Tryptofane,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.05,,,
9.10.1.1.2,MinorAdditives,L-Tryptofane,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.05,,,
9.10.1.1.3,MinorAdditives,L-Tryptofane,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.05,,,
9.10.1.1.4,MinorAdditives,L-Tryptofane,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.05,,,
9.10.1.1.5,MinorAdditives,L-Tryptofane,Pigs,Piglet,Big<25kg,20,1,0.05,2017,0,0.05,,,
9.11.1.1.1,MinorAdditives,L-Valine,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.02,,,
9.11.1.1.2,MinorAdditives,L-Valine,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.02,,,
9.11.1.1.3,MinorAdditives,L-Valine,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.02,,,
9.11.1.1.4,MinorAdditives,L-Valine,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.02,,,
9.11.1.1.5,MinorAdditives,L-Valine,Pigs,Piglet,Big<25kg,20,1,0.02,2017,0,0.02,,,
9.12.1.1.1,MinorAdditives,Fytase mix,Pigs,Piglet,Big<25kg,20,1,0.6,2016,0,0.7,,,
9.12.1.1.2,MinorAdditives,Fytase mix,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.7,,,
9.12.1.1.3,MinorAdditives,Fytase mix,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.7,,,
9.12.1.1.4,MinorAdditives,Fytase mix,Pigs,Piglet,Big<25kg,20,1,0.7,2013,0,0.7,,,
9.12.1.1.5,MinorAdditives,Fytase mix,Pigs,Piglet,Big<25kg,20,1,0.65,2017,0,0.7,,,
9.13.1.1.1,MinorAdditives,Organic acid,Pigs,Piglet,Big<25kg,20,1,1,2016,1,1,,,
9.13.1.1.2,MinorAdditives,Organic acid,Pigs,Piglet,Big<25kg,20,1,1,2015,1,1,,,
9.13.1.1.3,MinorAdditives,Organic acid,Pigs,Piglet,Big<25kg,20,1,1,2014,1,1,,,
9.13.1.1.4,MinorAdditives,Organic acid,Pigs,Piglet,Big<25kg,20,1,1,2013,1,1,,,
9.13.1.1.5,MinorAdditives,Organic acid,Pigs,Piglet,Big<25kg,20,1,1,2017,1,1,,,
9.14.1.1.1,MinorAdditives,Enzym,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
9.14.1.1.2,MinorAdditives,Enzym,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
9.14.1.1.3,MinorAdditives,Enzym,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
9.14.1.1.4,MinorAdditives,Enzym,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
9.14.1.1.5,MinorAdditives,Enzym,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
9.15.1.1.1,MinorAdditives,L-Arginine,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
9.15.1.1.2,MinorAdditives,L-Arginine,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
9.15.1.1.3,MinorAdditives,L-Arginine,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
9.15.1.1.4,MinorAdditives,L-Arginine,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
9.15.1.1.5,MinorAdditives,L-Arginine,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
9.16.1.1.1,MinorAdditives,Urea,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
9.16.1.1.2,MinorAdditives,Urea,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
9.16.1.1.3,MinorAdditives,Urea,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
9.16.1.1.4,MinorAdditives,Urea,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
9.16.1.1.5,MinorAdditives,Urea,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
9.17.1.1.1,MinorAdditives,Copper sulphate,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0.02,,,
9.17.1.1.2,MinorAdditives,Copper sulphate,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0.02,,,
9.17.1.1.3,MinorAdditives,Copper sulphate,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0.02,,,
9.17.1.1.4,MinorAdditives,Copper sulphate,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0.02,,,
9.17.1.1.5,MinorAdditives,Copper sulphate,Pigs,Piglet,Big<25kg,20,1,0.02,2017,0,0.02,,,
9.18.1.1.1,MinorAdditives,Clay minerals,Pigs,Piglet,Big<25kg,20,1,0,2016,0,0,,,
9.18.1.1.2,MinorAdditives,Clay minerals,Pigs,Piglet,Big<25kg,20,1,0,2015,0,0,,,
9.18.1.1.3,MinorAdditives,Clay minerals,Pigs,Piglet,Big<25kg,20,1,0,2014,0,0,,,
9.18.1.1.4,MinorAdditives,Clay minerals,Pigs,Piglet,Big<25kg,20,1,0,2013,0,0,,,
9.18.1.1.5,MinorAdditives,Clay minerals,Pigs,Piglet,Big<25kg,20,1,0,2017,0,0,,,
1.1.1.2.1,Grains,Wheat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,22.8,2016,10,22.9,,,
1.1.1.2.2,Grains,Wheat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,22.9,2015,10,22.9,,,
1.1.1.2.3,Grains,Wheat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,10,2014,10,22.9,,,
1.1.1.2.4,Grains,Wheat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,14.7,2013,10,22.9,,,
1.1.1.2.5,Grains,Wheat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,18.58,2017,10,22.9,,,
1.2.1.2.1,Grains,Barley,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,19.4,2016,13.1,22.2,,,
1.2.1.2.2,Grains,Barley,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,13.1,2015,13.1,22.2,,,
1.2.1.2.3,Grains,Barley,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,20.8,2014,13.1,22.2,,,
1.2.1.2.4,Grains,Barley,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,22.2,2013,13.1,22.2,,,
1.2.1.2.5,Grains,Barley,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,17.39,2017,13.1,22.2,,,
1.3.1.2.1,Grains,Maize,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,14.5,2016,14.5,25.4,,,
1.3.1.2.2,Grains,Maize,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,18.7,2015,14.5,25.4,,,
1.3.1.2.3,Grains,Maize,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,25.4,2014,14.5,25.4,,,
1.3.1.2.4,Grains,Maize,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,15.3,2013,14.5,25.4,,,
1.3.1.2.5,Grains,Maize,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,24.57,2017,14.5,25.4,,,
1.4.1.2.1,Grains,Triticale,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,2.3,2016,1,2.3,,,
1.4.1.2.2,Grains,Triticale,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,2.3,2015,1,2.3,,,
1.4.1.2.3,Grains,Triticale,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2014,1,2.3,,,
1.4.1.2.4,Grains,Triticale,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2013,1,2.3,,,
1.4.1.2.5,Grains,Triticale,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2017,1,2.3,,,
1.5.1.2.1,Grains,Rye,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2016,0,1.5,,,
1.5.1.2.2,Grains,Rye,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2015,0,1.5,,,
