Identifier,ProductCategory,ProductSubCategory,AnimalSpecies,AnimalSubSpecies,RiskfeedAnimalSubSpecies,AnimalSubSpeciesWeight,AnimalSubSpeciesConsumption,AnimalSubspeciesCompoundFeedIntake,Year,MinAnimalSubSpeciesCompoundFeedIntake,MaxAnimalSubSpeciesCompoundFeedIntake,,,
6.7.1.2.1,Diverse,Vinasse,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.7.1.2.2,Diverse,Vinasse,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.7.1.2.3,Diverse,Vinasse,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.7.1.2.4,Diverse,Vinasse,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.7.1.2.5,Diverse,Vinasse,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.8.1.2.1,Diverse,Potato protein,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.8.1.2.2,Diverse,Potato protein,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.8.1.2.3,Diverse,Potato protein,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.8.1.2.4,Diverse,Potato protein,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.8.1.2.5,Diverse,Potato protein,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.9.1.2.1,Diverse,Protapec,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.9.1.2.2,Diverse,Protapec,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.9.1.2.3,Diverse,Protapec,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.9.1.2.4,Diverse,Protapec,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.9.1.2.5,Diverse,Protapec,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.10.1.2.1,Diverse,Sugar beet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2016,0,1.05,,,
6.10.1.2.2,Diverse,Sugar beet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.5,2015,0,1.05,,,
6.10.1.2.3,Diverse,Sugar beet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.5,2014,0,1.05,,,
6.10.1.2.4,Diverse,Sugar beet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,1.05,,,
6.10.1.2.5,Diverse,Sugar beet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.05,2017,0,1.05,,,
7.1.1.2.1,AnimalProducts,Weypowder/WPC,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.1.1.2.2,AnimalProducts,Weypowder/WPC,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.1.1.2.3,AnimalProducts,Weypowder/WPC,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.1.1.2.4,AnimalProducts,Weypowder/WPC,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.1.1.2.5,AnimalProducts,Weypowder/WPC,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.2.1.2.1,AnimalProducts,Milkpowder/-concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.2.1.2.2,AnimalProducts,Milkpowder/-concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.2.1.2.3,AnimalProducts,Milkpowder/-concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.2.1.2.4,AnimalProducts,Milkpowder/-concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.2.1.2.5,AnimalProducts,Milkpowder/-concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.3.1.2.1,AnimalProducts,Animal proteins,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.3.1.2.2,AnimalProducts,Animal proteins,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.3.1.2.3,AnimalProducts,Animal proteins,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.3.1.2.4,AnimalProducts,Animal proteins,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.3.1.2.5,AnimalProducts,Animal proteins,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.4.1.2.1,AnimalProducts,Fish meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.4.1.2.2,AnimalProducts,Fish meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.4.1.2.3,AnimalProducts,Fish meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.4.1.2.4,AnimalProducts,Fish meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.4.1.2.5,AnimalProducts,Fish meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.5.1.2.1,AnimalProducts,Bovine fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.5.1.2.2,AnimalProducts,Bovine fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.5.1.2.3,AnimalProducts,Bovine fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.5.1.2.4,AnimalProducts,Bovine fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.5.1.2.5,AnimalProducts,Bovine fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.6.1.2.1,AnimalProducts,Porcinefat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.6.1.2.2,AnimalProducts,Porcinefat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.6.1.2.3,AnimalProducts,Porcinefat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.6.1.2.4,AnimalProducts,Porcinefat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.6.1.2.5,AnimalProducts,Porcinefat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.7.1.2.1,AnimalProducts,Other animal fats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.2,2016,0.56,1.7,,,
7.7.1.2.2,AnimalProducts,Other animal fats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.2,2015,0.56,1.7,,,
7.7.1.2.3,AnimalProducts,Other animal fats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2014,0.56,1.7,,,
7.7.1.2.4,AnimalProducts,Other animal fats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.7,2013,0.56,1.7,,,
7.7.1.2.5,AnimalProducts,Other animal fats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.56,2017,0.56,1.7,,,
7.8.1.2.1,AnimalProducts,Fish oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.8.1.2.2,AnimalProducts,Fish oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.8.1.2.3,AnimalProducts,Fish oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.8.1.2.4,AnimalProducts,Fish oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.8.1.2.5,AnimalProducts,Fish oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
7.9.1.2.1,AnimalProducts,Poultry fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
7.9.1.2.2,AnimalProducts,Poultry fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
7.9.1.2.3,AnimalProducts,Poultry fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
7.9.1.2.4,AnimalProducts,Poultry fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
7.9.1.2.5,AnimalProducts,Poultry fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
8.1.1.2.1,OilsFatsVegetable,Coconut fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
8.1.1.2.2,OilsFatsVegetable,Coconut fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
8.1.1.2.3,OilsFatsVegetable,Coconut fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
8.1.1.2.4,OilsFatsVegetable,Coconut fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
8.1.1.2.5,OilsFatsVegetable,Coconut fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
8.2.1.2.1,OilsFatsVegetable,Palmoil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2016,0.2,1.3,,,
8.2.1.2.2,OilsFatsVegetable,Palmoil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.5,2015,0.2,1.3,,,
8.2.1.2.3,OilsFatsVegetable,Palmoil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2014,0.2,1.3,,,
8.2.1.2.4,OilsFatsVegetable,Palmoil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.3,2013,0.2,1.3,,,
8.2.1.2.5,OilsFatsVegetable,Palmoil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.34,2017,0.2,1.3,,,
8.3.1.2.1,OilsFatsVegetable,Palmkernel fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
8.3.1.2.2,OilsFatsVegetable,Palmkernel fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
8.3.1.2.3,OilsFatsVegetable,Palmkernel fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
8.3.1.2.4,OilsFatsVegetable,Palmkernel fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
8.3.1.2.5,OilsFatsVegetable,Palmkernel fat,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
8.4.1.2.1,OilsFatsVegetable,Rapeseed oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
8.4.1.2.2,OilsFatsVegetable,Rapeseed oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
8.4.1.2.3,OilsFatsVegetable,Rapeseed oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
8.4.1.2.4,OilsFatsVegetable,Rapeseed oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
8.4.1.2.5,OilsFatsVegetable,Rapeseed oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
8.5.1.2.1,OilsFatsVegetable,Soya bean oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2016,0,1,,,
8.5.1.2.2,OilsFatsVegetable,Soya bean oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2015,0,1,,,
8.5.1.2.3,OilsFatsVegetable,Soya bean oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.7,2014,0,1,,,
8.5.1.2.4,OilsFatsVegetable,Soya bean oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,1,,,
8.5.1.2.5,OilsFatsVegetable,Soya bean oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.33,2017,0,1,,,
8.6.1.2.1,OilsFatsVegetable,Sunflower oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
8.6.1.2.2,OilsFatsVegetable,Sunflower oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
8.6.1.2.3,OilsFatsVegetable,Sunflower oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
8.6.1.2.4,OilsFatsVegetable,Sunflower oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
8.6.1.2.5,OilsFatsVegetable,Sunflower oil,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
8.7.1.2.1,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0.5,,,
8.7.1.2.2,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.5,2015,0,0.5,,,
8.7.1.2.3,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0.5,,,
8.7.1.2.4,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0.5,,,
8.7.1.2.5,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2017,0,0.5,,,
8.8.1.2.1,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0.5,,,
8.8.1.2.2,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0.5,,,
8.8.1.2.3,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.5,2014,0,0.5,,,
8.8.1.2.4,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0.5,,,
8.8.1.2.5,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2017,0,0.5,,,
9.1.1.2.1,MinorAdditives,Lime/limestone,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.1,2016,1,1.1,,,
9.1.1.2.2,MinorAdditives,Lime/limestone,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2015,1,1.1,,,
9.1.1.2.3,MinorAdditives,Lime/limestone,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2014,1,1.1,,,
9.1.1.2.4,MinorAdditives,Lime/limestone,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.1,2013,1,1.1,,,
9.1.1.2.5,MinorAdditives,Lime/limestone,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.1,2017,1,1.1,,,
9.2.1.2.1,MinorAdditives,Salt,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2016,0.16,0.2,,,
9.2.1.2.2,MinorAdditives,Salt,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2015,0.16,0.2,,,
9.2.1.2.3,MinorAdditives,Salt,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2014,0.16,0.2,,,
9.2.1.2.4,MinorAdditives,Salt,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2013,0.16,0.2,,,
9.2.1.2.5,MinorAdditives,Salt,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.16,2017,0.16,0.2,,,
9.3.1.2.1,MinorAdditives,Sodium-bicarbonate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2016,0,0.14,,,
9.3.1.2.2,MinorAdditives,Sodium-bicarbonate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2015,0,0.14,,,
9.3.1.2.3,MinorAdditives,Sodium-bicarbonate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2014,0,0.14,,,
9.3.1.2.4,MinorAdditives,Sodium-bicarbonate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0.14,,,
9.3.1.2.5,MinorAdditives,Sodium-bicarbonate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.14,2017,0,0.14,,,
9.4.1.2.1,MinorAdditives,Premix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.4,2016,0.4,0.4,,,
9.4.1.2.2,MinorAdditives,Premix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.4,2015,0.4,0.4,,,
9.4.1.2.3,MinorAdditives,Premix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.4,2014,0.4,0.4,,,
9.4.1.2.4,MinorAdditives,Premix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.4,2013,0.4,0.4,,,
9.4.1.2.5,MinorAdditives,Premix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.4,2017,0.4,0.4,,,
9.5.1.2.1,MinorAdditives,Mono-calcium phosphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2016,0.09,0.2,,,
9.5.1.2.2,MinorAdditives,Mono-calcium phosphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2015,0.09,0.2,,,
9.5.1.2.3,MinorAdditives,Mono-calcium phosphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.2,2014,0.09,0.2,,,
9.5.1.2.4,MinorAdditives,Mono-calcium phosphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2013,0.09,0.2,,,
9.5.1.2.5,MinorAdditives,Mono-calcium phosphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.09,2017,0.09,0.2,,,
9.6.1.2.1,MinorAdditives,Magnesium oxide,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.6.1.2.2,MinorAdditives,Magnesium oxide,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.6.1.2.3,MinorAdditives,Magnesium oxide,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.6.1.2.4,MinorAdditives,Magnesium oxide,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.6.1.2.5,MinorAdditives,Magnesium oxide,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
9.7.1.2.1,MinorAdditives,L-Lysine HCl,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.3,2016,0.3,0.35,,,
9.7.1.2.2,MinorAdditives,L-Lysine HCl,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.3,2015,0.3,0.35,,,
9.7.1.2.3,MinorAdditives,L-Lysine HCl,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.3,2014,0.3,0.35,,,
9.7.1.2.4,MinorAdditives,L-Lysine HCl,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.3,2013,0.3,0.35,,,
9.7.1.2.5,MinorAdditives,L-Lysine HCl,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.35,2017,0.3,0.35,,,
9.8.1.2.1,MinorAdditives,DL-Methionine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0.04,,,
9.8.1.2.2,MinorAdditives,DL-Methionine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0.04,,,
9.8.1.2.3,MinorAdditives,DL-Methionine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0.04,,,
9.8.1.2.4,MinorAdditives,DL-Methionine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0.04,,,
9.8.1.2.5,MinorAdditives,DL-Methionine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.04,2017,0,0.04,,,
9.9.1.2.1,MinorAdditives,L-Threonine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2016,0.07,0.1,,,
9.9.1.2.2,MinorAdditives,L-Threonine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2015,0.07,0.1,,,
9.9.1.2.3,MinorAdditives,L-Threonine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2014,0.07,0.1,,,
9.9.1.2.4,MinorAdditives,L-Threonine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2013,0.07,0.1,,,
9.9.1.2.5,MinorAdditives,L-Threonine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.07,2017,0.07,0.1,,,
9.10.1.2.1,MinorAdditives,L-Tryptofane,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0.02,,,
9.10.1.2.2,MinorAdditives,L-Tryptofane,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0.02,,,
9.10.1.2.3,MinorAdditives,L-Tryptofane,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0.02,,,
9.10.1.2.4,MinorAdditives,L-Tryptofane,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0.02,,,
9.10.1.2.5,MinorAdditives,L-Tryptofane,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.02,2017,0,0.02,,,
9.11.1.2.1,MinorAdditives,L-Valine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.11.1.2.2,MinorAdditives,L-Valine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.11.1.2.3,MinorAdditives,L-Valine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.11.1.2.4,MinorAdditives,L-Valine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.11.1.2.5,MinorAdditives,L-Valine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
9.12.1.2.1,MinorAdditives,Fytase mix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.6,2016,0,0.62,,,
9.12.1.2.2,MinorAdditives,Fytase mix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0.62,,,
9.12.1.2.3,MinorAdditives,Fytase mix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0.62,,,
9.12.1.2.4,MinorAdditives,Fytase mix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.6,2013,0,0.62,,,
9.12.1.2.5,MinorAdditives,Fytase mix,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.62,2017,0,0.62,,,
9.13.1.2.1,MinorAdditives,Organic acid,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0.3,,,
9.13.1.2.2,MinorAdditives,Organic acid,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0.3,,,
9.13.1.2.3,MinorAdditives,Organic acid,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0.3,,,
9.13.1.2.4,MinorAdditives,Organic acid,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0.3,,,
9.13.1.2.5,MinorAdditives,Organic acid,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.3,2017,0,0.3,,,
9.14.1.2.1,MinorAdditives,Enzym,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.14.1.2.2,MinorAdditives,Enzym,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.14.1.2.3,MinorAdditives,Enzym,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.14.1.2.4,MinorAdditives,Enzym,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.14.1.2.5,MinorAdditives,Enzym,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
9.15.1.2.1,MinorAdditives,L-Arginine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.15.1.2.2,MinorAdditives,L-Arginine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.15.1.2.3,MinorAdditives,L-Arginine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.15.1.2.4,MinorAdditives,L-Arginine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.15.1.2.5,MinorAdditives,L-Arginine,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
9.16.1.2.1,MinorAdditives,Urea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.16.1.2.2,MinorAdditives,Urea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.16.1.2.3,MinorAdditives,Urea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.16.1.2.4,MinorAdditives,Urea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.16.1.2.5,MinorAdditives,Urea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
9.17.1.2.1,MinorAdditives,Copper sulphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.17.1.2.2,MinorAdditives,Copper sulphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.17.1.2.3,MinorAdditives,Copper sulphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.17.1.2.4,MinorAdditives,Copper sulphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.17.1.2.5,MinorAdditives,Copper sulphate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
9.18.1.2.1,MinorAdditives,Clay minerals,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
9.18.1.2.2,MinorAdditives,Clay minerals,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
9.18.1.2.3,MinorAdditives,Clay minerals,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
9.18.1.2.4,MinorAdditives,Clay minerals,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
9.18.1.2.5,MinorAdditives,Clay minerals,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
1.1.1.3.1,Grains,Wheat,Pigs,Gilt,Zeugen opfok,50,2,19.7,2016,16.2,21.2,,,
1.1.1.3.2,Grains,Wheat,Pigs,Gilt,Zeugen opfok,50,2,21.2,2015,16.2,21.2,,,
1.1.1.3.3,Grains,Wheat,Pigs,Gilt,Zeugen opfok,50,2,16.2,2014,16.2,21.2,,,
1.1.1.3.4,Grains,Wheat,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,16.2,21.2,,,
1.1.1.3.5,Grains,Wheat,Pigs,Gilt,Zeugen opfok,50,2,18.62,2017,16.2,21.2,,,
1.2.1.3.1,Grains,Barley,Pigs,Gilt,Zeugen opfok,50,2,23.3,2016,10,23.3,,,
